"Auto-elevated","Executable","DLL","Procedure"
FALSE,"mdmappinstaller.exe","omadmapi.dll","DllMain"
FALSE,"mdmappinstaller.exe","USERENV.dll","DllMain"
FALSE,"mdmappinstaller.exe","WTSAPI32.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","DEVOBJ.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","DMCmnUtils.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","dmEnrollEngine.DLL","DllMain"
FALSE,"mdmdiagnosticstool.exe","dmiso8601utils.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","DynamoAPI.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","iri.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","MdmDiagnostics.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","omadmapi.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","policymanager.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","tbs.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","USERENV.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","WINHTTP.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","WININET.dll","DllMain"
FALSE,"mdmdiagnosticstool.exe","XmlLite.dll","DllMain"
FALSE,"mfpmp.exe","CRYPTBASE.DLL","DllMain"
FALSE,"mfpmp.exe","ksuser.dll","DllMain"
FALSE,"mfpmp.exe","MFCORE.dll","DllMain"
FALSE,"mfpmp.exe","MFPlat.DLL","DllMain"
FALSE,"mfpmp.exe","MFPlat.DLL","MFGetCallStackTracingWeakReference"
FALSE,"mfpmp.exe","MFPlat.DLL","MFShutdown"
FALSE,"mfpmp.exe","RTWorkQ.DLL","DllMain"
FALSE,"mfpmp.exe","RTWorkQ.DLL","RtwqRegisterPlatformEvents"
FALSE,"mfpmp.exe","RTWorkQ.DLL","RtwqShutdown"
FALSE,"microsoft.uev.cscunpintool.exe","CSCAPI.dll","DllMain"
FALSE,"microsoft.uev.cscunpintool.exe","CSCAPI.dll","OfflineFilesQueryStatus"
FALSE,"microsoftedgebchost.exe","iertutil.dll","DllMain"
FALSE,"microsoftedgebchost.exe","USERENV.dll","DllMain"
FALSE,"microsoftedgecp.exe","iertutil.dll","DllMain"
FALSE,"microsoftedgecp.exe","USERENV.dll","DllMain"
FALSE,"microsoftedgedevtools.exe","iertutil.dll","DllMain"
FALSE,"microsoftedgesh.exe","USERENV.dll","DllMain"
FALSE,"microsoftedgesh.exe","USERENV.dll","GetAppContainerRegistryLocation"
FALSE,"mobsync.exe","edputil.dll","DllMain"
FALSE,"mobsync.exe","edputil.dll","EdpGetIsManaged"
FALSE,"mobsync.exe","PROPSYS.dll","DllMain"
FALSE,"mobsync.exe","PROPSYS.dll","PSGetNameFromPropertyKey"
FALSE,"mobsync.exe","PROPSYS.dll","PSStringFromPropertyKey"
FALSE,"mobsync.exe","PROPSYS.dll","VariantToString"
FALSE,"mousocoreworker.exe","winsqlite3.dll","DllMain"
FALSE,"msdt.exe","ATL.DLL","DllMain"
FALSE,"msdt.exe","Cabinet.dll","DllMain"
FALSE,"msdt.exe","SSPICLI.DLL","DllMain"
FALSE,"msdt.exe","SSPICLI.DLL","GetUserNameExW"
FALSE,"msdt.exe","UxTheme.dll","DllMain"
FALSE,"msdt.exe","wer.dll","DllMain"
FALSE,"msdt.exe","WINHTTP.dll","DllMain"
FALSE,"msdtc.exe","CLUSAPI.dll","DllMain"
FALSE,"msdtc.exe","DNSAPI.dll","DllMain"
FALSE,"msdtc.exe","ktmw32.dll","DllMain"
FALSE,"msdtc.exe","MSDTCTM.dll","DllMain"
FALSE,"msdtc.exe","MSDTCTM.dll","DtcMainExt"
FALSE,"msdtc.exe","MTXCLU.DLL","DllMain"
FALSE,"msdtc.exe","RESUTILS.dll","DllMain"
FALSE,"msdtc.exe","XOLEHLP.dll","DllMain"
FALSE,"msg.exe","WINSTA.dll","DllMain"
FALSE,"mshta.exe","CRYPTBASE.DLL","DllMain"
FALSE,"mshta.exe","netutils.dll","DllMain"
FALSE,"mshta.exe","srpapi.dll","DllMain"
FALSE,"mshta.exe","srpapi.dll","SrpGetEnterpriseIds"
FALSE,"mshta.exe","SspiCli.dll","DllMain"
FALSE,"mshta.exe","SspiCli.dll","GetUserNameExW"
FALSE,"mshta.exe","WINHTTP.dll","DllMain"
FALSE,"mshta.exe","wkscli.dll","DllMain"
FALSE,"mshta.exe","WLDP.DLL","DllMain"
FALSE,"mshta.exe","WLDP.DLL","WldpGetLockdownPolicy"
FALSE,"msiexec.exe","msi.dll","DllMain"
FALSE,"msiexec.exe","msi.dll","MsiLoadStringW"
FALSE,"msiexec.exe","msi.dll","MsiMessageBoxExW"
FALSE,"msinfo32.exe","ATL.DLL","DllMain"
FALSE,"msinfo32.exe","SLC.dll","DllMain"
FALSE,"msinfo32.exe","sppc.dll","DllMain"
FALSE,"mspaint.exe","MSFTEDIT.DLL","DllMain"
FALSE,"mspaint.exe","PROPSYS.dll","DllMain"
FALSE,"msra.exe","IPHLPAPI.DLL","DllMain"
FALSE,"msra.exe","IPHLPAPI.DLL","GetAdaptersAddresses"
FALSE,"msra.exe","IPHLPAPI.DLL","NotifyUnicastIpAddressChange"
FALSE,"msra.exe","NDFAPI.DLL","DllMain"
FALSE,"msra.exe","SspiCli.dll","DllMain"
FALSE,"msra.exe","SspiCli.dll","GetUserNameExA"
FALSE,"msra.exe","SspiCli.dll","GetUserNameExW"
FALSE,"msra.exe","USERENV.dll","DllMain"
FALSE,"msra.exe","USERENV.dll","GetProfileType"
FALSE,"msra.exe","UxTheme.dll","DllMain"
FALSE,"msra.exe","UxTheme.dll","IsAppThemed"
FALSE,"msra.exe","UxTheme.dll","IsThemeActive"
FALSE,"msra.exe","UxTheme.dll","OpenThemeData"
FALSE,"msra.exe","wdi.dll","DllMain"
FALSE,"mstsc.exe","credui.dll","DllMain"
FALSE,"mstsc.exe","CRYPTBASE.DLL","DllMain"
FALSE,"mstsc.exe","CRYPTUI.dll","DllMain"
FALSE,"mstsc.exe","IPHLPAPI.DLL","DllMain"
FALSE,"mstsc.exe","ktmw32.dll","DllMain"
FALSE,"mstsc.exe","NETUTILS.DLL","DllMain"
FALSE,"mstsc.exe","SSPICLI.DLL","DllMain"
FALSE,"mstsc.exe","WINHTTP.dll","DllMain"
FALSE,"mstsc.exe","WININET.dll","DllMain"
FALSE,"mstsc.exe","WKSCLI.DLL","DllMain"
FALSE,"mtstocom.exe","SspiCli.dll","DllMain"
FALSE,"muiunattend.exe","dbgcore.DLL","DllMain"
FALSE,"muiunattend.exe","SspiCli.dll","DllMain"
FALSE,"muiunattend.exe","wdscore.dll","ConstructPartialMsgVW"
FALSE,"muiunattend.exe","wdscore.dll","CurrentIP"
FALSE,"muiunattend.exe","wdscore.dll","DllMain"
FALSE,"muiunattend.exe","wdscore.dll","WdsSetupLogInit"
FALSE,"muiunattend.exe","wdscore.dll","WdsSetupLogMessageW"
FALSE,"musnotification.exe","Cabinet.dll","DllMain"
FALSE,"musnotification.exe","UpdatePolicy.dll","DllMain"
FALSE,"musnotification.exe","UPShared.dll","DllMain"
FALSE,"musnotification.exe","USERENV.dll","DllMain"
FALSE,"musnotification.exe","WINHTTP.dll","DllMain"
FALSE,"musnotification.exe","WINSTA.dll","DllMain"
FALSE,"musnotification.exe","WINSTA.dll","WinStationEnumerateW"
FALSE,"musnotificationux.exe","Cabinet.dll","DllMain"
FALSE,"musnotificationux.exe","DMCmnUtils.dll","DllMain"
FALSE,"musnotificationux.exe","UpdatePolicy.dll","DllMain"
FALSE,"musnotificationux.exe","UPShared.dll","DllMain"
FALSE,"musnotificationux.exe","WINHTTP.dll","DllMain"
FALSE,"musnotificationux.exe","XmlLite.dll","DllMain"
FALSE,"musnotifyicon.exe","DMCmnUtils.dll","DllMain"
FALSE,"musnotifyicon.exe","UPShared.dll","DllMain"
FALSE,"musnotifyicon.exe","WINHTTP.dll","DllMain"
FALSE,"musnotifyicon.exe","XmlLite.dll","DllMain"
FALSE,"nbtstat.exe","IPHLPAPI.DLL","DllMain"
FALSE,"net.exe","IPHLPAPI.DLL","DllMain"
FALSE,"net.exe","netutils.dll","DllMain"
FALSE,"net.exe","netutils.dll","NetApiBufferAllocate"
FALSE,"net.exe","samcli.dll","DllMain"
FALSE,"net.exe","srvcli.dll","DllMain"
FALSE,"net.exe","wkscli.dll","DllMain"
FALSE,"net1.exe","CRYPTBASE.dll","DllMain"
FALSE,"net1.exe","DSROLE.dll","DllMain"
FALSE,"net1.exe","logoncli.dll","DllMain"
FALSE,"net1.exe","netutils.dll","DllMain"
FALSE,"net1.exe","netutils.dll","NetApiBufferAllocate"
FALSE,"net1.exe","samcli.dll","DllMain"
FALSE,"net1.exe","srvcli.dll","DllMain"
FALSE,"net1.exe","wkscli.dll","DllMain"
FALSE,"netbtugc.exe","dbgcore.DLL","DllMain"
FALSE,"netbtugc.exe","IPHLPAPI.DLL","DllMain"
FALSE,"netbtugc.exe","wdscore.dll","ConstructPartialMsgVA"
FALSE,"netbtugc.exe","wdscore.dll","CurrentIP"
FALSE,"netbtugc.exe","wdscore.dll","DllMain"
FALSE,"netbtugc.exe","wdscore.dll","WdsSetupLogDestroy"
FALSE,"netbtugc.exe","wdscore.dll","WdsSetupLogInit"
FALSE,"netbtugc.exe","wdscore.dll","WdsSetupLogMessageA"
FALSE,"nethost.exe","RASAPI32.dll","DllMain"
FALSE,"nethost.exe","RASAPI32.dll","RasConfigUserProxySettingsW"
FALSE,"nethost.exe","rasman.dll","DllMain"
FALSE,"nethost.exe","rtutils.dll","DllMain"
FALSE,"nethost.exe","rtutils.dll","TraceRegisterExA"
FALSE,"netiougc.exe","dbgcore.DLL","DllMain"
FALSE,"netiougc.exe","dhcpcsvc.DLL","DllMain"
FALSE,"netiougc.exe","IPHLPAPI.DLL","DllMain"
FALSE,"netiougc.exe","wdscore.dll","ConstructPartialMsgVA"
FALSE,"netiougc.exe","wdscore.dll","CurrentIP"
FALSE,"netiougc.exe","wdscore.dll","DllMain"
FALSE,"netiougc.exe","wdscore.dll","WdsSetupLogDestroy"
FALSE,"netiougc.exe","wdscore.dll","WdsSetupLogInit"
FALSE,"netiougc.exe","wdscore.dll","WdsSetupLogMessageA"
FALSE,"netsh.exe","adsldpc.dll","DllMain"
FALSE,"netsh.exe","AUTHFWCFG.DLL","DllMain"
FALSE,"netsh.exe","AUTHFWCFG.DLL","InitHelperDll"
FALSE,"netsh.exe","Cabinet.dll","DllMain"
FALSE,"netsh.exe","CRYPTBASE.DLL","DllMain"
FALSE,"netsh.exe","DHCPCMONITOR.DLL","DllMain"
FALSE,"netsh.exe","DHCPCMONITOR.DLL","InitHelperDll"
FALSE,"netsh.exe","dhcpcsvc.DLL","DllMain"
FALSE,"netsh.exe","dhcpcsvc6.DLL","DllMain"
FALSE,"netsh.exe","DNSAPI.dll","DllMain"
FALSE,"netsh.exe","dot3api.dll","DllMain"
FALSE,"netsh.exe","DOT3CFG.DLL","DllMain"
FALSE,"netsh.exe","DOT3CFG.DLL","InitHelperDll"
FALSE,"netsh.exe","eappcfg.dll","DllMain"
FALSE,"netsh.exe","eappprxy.dll","DllMain"
FALSE,"netsh.exe","FirewallAPI.dll","DllMain"
FALSE,"netsh.exe","FirewallAPI.dll","FwAlloc"
FALSE,"netsh.exe","FirewallAPI.dll","FwFree"
FALSE,"netsh.exe","fwbase.dll","DllMain"
FALSE,"netsh.exe","fwbase.dll","FwAlloc"
FALSE,"netsh.exe","fwbase.dll","FwBaseAlloc"
FALSE,"netsh.exe","fwbase.dll","FwBaseFree"
FALSE,"netsh.exe","fwbase.dll","FwCriticalSectionCreate"
FALSE,"netsh.exe","fwbase.dll","FwReportErrorAsWinError"
FALSE,"netsh.exe","FWCFG.DLL","DllMain"
FALSE,"netsh.exe","FWCFG.DLL","InitHelperDll"
FALSE,"netsh.exe","FWPolicyIOMgr.dll","DllMain"
FALSE,"netsh.exe","fwpuclnt.dll","DllMain"
FALSE,"netsh.exe","HNETMON.DLL","DllMain"
FALSE,"netsh.exe","HNETMON.DLL","InitHelperDll"
FALSE,"netsh.exe","HTTPAPI.dll","DllMain"
FALSE,"netsh.exe","HTTPAPI.dll","HttpInitialize"
FALSE,"netsh.exe","IFMON.DLL","DllMain"
FALSE,"netsh.exe","IFMON.DLL","InitHelperDll"
FALSE,"netsh.exe","IPHLPAPI.DLL","DllMain"
FALSE,"netsh.exe","IPHLPAPI.DLL","GetDefaultCompartmentId"
FALSE,"netsh.exe","ktmw32.dll","CreateTransaction"
FALSE,"netsh.exe","ktmw32.dll","DllMain"
FALSE,"netsh.exe","mintdh.dll","DllMain"
FALSE,"netsh.exe","mintdh.dll","TdhpSetWbemExtensionBlock"
FALSE,"netsh.exe","MobileNetworking.dll","DllMain"
FALSE,"netsh.exe","NDFAPI.DLL","DllMain"
FALSE,"netsh.exe","NETIOHLP.DLL","DllMain"
FALSE,"netsh.exe","NETIOHLP.DLL","InitHelperDll"
FALSE,"netsh.exe","netshell.dll","DllMain"
FALSE,"netsh.exe","NETTRACE.DLL","DllMain"
FALSE,"netsh.exe","NETTRACE.DLL","InitHelperDll"
FALSE,"netsh.exe","nlaapi.dll","DllMain"
FALSE,"netsh.exe","NSHHTTP.DLL","DllMain"
FALSE,"netsh.exe","NSHHTTP.DLL","InitHelperDll"
FALSE,"netsh.exe","NSHIPSEC.DLL","DllMain"
FALSE,"netsh.exe","NSHIPSEC.DLL","InitHelperDll"
FALSE,"netsh.exe","NSHWFP.DLL","DllMain"
FALSE,"netsh.exe","NSHWFP.DLL","InitHelperDll"
FALSE,"netsh.exe","OneX.DLL","DllMain"
FALSE,"netsh.exe","P2P.dll","DllMain"
FALSE,"netsh.exe","P2PNETSH.DLL","DllMain"
FALSE,"netsh.exe","P2PNETSH.DLL","InitHelperDll"
FALSE,"netsh.exe","PEERDISTSH.DLL","DllMain"
FALSE,"netsh.exe","PEERDISTSH.DLL","InitHelperDll"
FALSE,"netsh.exe","POLSTORE.DLL","DllMain"
FALSE,"netsh.exe","POLSTORE.DLL","IPSecOpenPolicyStore"
FALSE,"netsh.exe","RASAPI32.dll","DllMain"
FALSE,"netsh.exe","rasman.dll","DllMain"
FALSE,"netsh.exe","RASMONTR.DLL","DllMain"
FALSE,"netsh.exe","RASMONTR.DLL","InitHelperDll"
FALSE,"netsh.exe","RMCLIENT.dll","DllMain"
FALSE,"netsh.exe","RPCNSH.DLL","DllMain"
FALSE,"netsh.exe","RPCNSH.DLL","InitHelperDll"
FALSE,"netsh.exe","SLC.dll","DllMain"
FALSE,"netsh.exe","SLC.dll","SLRegisterWindowsEvent"
FALSE,"netsh.exe","sppc.dll","DllMain"
FALSE,"netsh.exe","sppc.dll","SLRegisterEvent"
FALSE,"netsh.exe","SspiCli.dll","DllMain"
FALSE,"netsh.exe","USERENV.dll","DllMain"
FALSE,"netsh.exe","USERENV.dll","RegisterGPNotification"
FALSE,"netsh.exe","wcmapi.dll","DllMain"
FALSE,"netsh.exe","WCNNETSH.DLL","DllMain"
FALSE,"netsh.exe","WCNNETSH.DLL","InitHelperDll"
FALSE,"netsh.exe","wdi.dll","DllMain"
FALSE,"netsh.exe","wevtapi.dll","DllMain"
FALSE,"netsh.exe","WHHELPER.DLL","DllMain"
FALSE,"netsh.exe","WHHELPER.DLL","InitHelperDll"
FALSE,"netsh.exe","WINHTTP.dll","DllMain"
FALSE,"netsh.exe","WINIPSEC.DLL","DllMain"
FALSE,"netsh.exe","WINNSI.DLL","DllMain"
FALSE,"netsh.exe","wlanapi.dll","DllMain"
FALSE,"netsh.exe","WLANCFG.DLL","DllMain"
FALSE,"netsh.exe","WLANCFG.DLL","InitHelperDll"
FALSE,"netsh.exe","WSHELPER.DLL","DllMain"
FALSE,"netsh.exe","WSHELPER.DLL","InitHelperDll"
FALSE,"netsh.exe","WWANCFG.DLL","DllMain"
FALSE,"netsh.exe","WWANCFG.DLL","InitHelperDll"
FALSE,"netsh.exe","wwapi.dll","DllMain"
FALSE,"netstat.exe","IPHLPAPI.DLL","DllMain"
FALSE,"netstat.exe","IPHLPAPI.DLL","InternalGetIfTable"
FALSE,"netstat.exe","IPHLPAPI.DLL","InternalGetTcpTable2"
FALSE,"netstat.exe","snmpapi.dll","DllMain"
FALSE,"netstat.exe","snmpapi.dll","SnmpTfxOpen"
FALSE,"ngciso.exe","iumbase.DLL","DllMain"
FALSE,"nltest.exe","logoncli.dll","DllMain"
FALSE,"nltest.exe","netutils.dll","DllMain"
FALSE,"nltest.exe","NTDSAPI.dll","DllMain"
FALSE,"nslookup.exe","DNSAPI.dll","DllMain"
FALSE,"nslookup.exe","DNSAPI.dll","DnsQueryConfigAllocEx"
FALSE,"omadmclient.exe","DEVOBJ.dll","DllMain"
FALSE,"omadmclient.exe","DMCfgUtils.dll","DllMain"
FALSE,"omadmclient.exe","DMCmnUtils.dll","DllMain"
FALSE,"omadmclient.exe","dmEnrollEngine.DLL","DllMain"
FALSE,"omadmclient.exe","dmenterprisediagnostics.dll","DllMain"
FALSE,"omadmclient.exe","dmiso8601utils.dll","DllMain"
FALSE,"omadmclient.exe","DMOleAutUtils.dll","DllMain"
FALSE,"omadmclient.exe","dmxmlhelputils.dll","DllMain"
FALSE,"omadmclient.exe","IPHLPAPI.DLL","DllMain"
FALSE,"omadmclient.exe","iri.dll","DllMain"
FALSE,"omadmclient.exe","omadmapi.dll","DllMain"
FALSE,"omadmclient.exe","omadmapi.dll","FreeCommandLineOptions"
FALSE,"omadmclient.exe","omadmapi.dll","OmaDmGetInternalAcctID"
FALSE,"omadmclient.exe","omadmapi.dll","ProcessCommandLine"
FALSE,"omadmclient.exe","policymanager.dll","DllMain"
FALSE,"omadmclient.exe","USERENV.dll","DllMain"
FALSE,"omadmclient.exe","XmlLite.dll","DllMain"
FALSE,"openfiles.exe","netutils.dll","DllMain"
FALSE,"openfiles.exe","srvcli.dll","DllMain"
FALSE,"openfiles.exe","SspiCli.dll","DllMain"
FALSE,"osk.exe","AUDIOSES.DLL","DllMain"
FALSE,"osk.exe","AVRT.dll","DllMain"
FALSE,"osk.exe","DEVOBJ.dll","DevObjCreateDeviceInfoList"
FALSE,"osk.exe","DEVOBJ.dll","DllMain"
FALSE,"osk.exe","dwmapi.dll","DllMain"
FALSE,"osk.exe","dwmapi.dll","DwmIsCompositionEnabled"
FALSE,"osk.exe","dwmapi.dll","DwmSetWindowAttribute"
FALSE,"osk.exe","ksuser.dll","DllMain"
FALSE,"osk.exe","midimap.dll","DllMain"
FALSE,"osk.exe","midimap.dll","DriverProc"
FALSE,"osk.exe","MMDevAPI.DLL","DllMain"
FALSE,"osk.exe","MSACM32.dll","acmGetVersion"
FALSE,"osk.exe","MSACM32.dll","DllMain"
FALSE,"osk.exe","OLEACC.dll","AccessibleObjectFromWindowTimeout"
FALSE,"osk.exe","OLEACC.dll","AccSetRunningUtilityState"
FALSE,"osk.exe","OLEACC.dll","DllMain"
FALSE,"osk.exe","OLEACC.dll","GetProcessHandleFromHwnd"
FALSE,"osk.exe","OskSupport.dll","DllMain"
FALSE,"osk.exe","OskSupport.dll","InitializeOSKSupport"
FALSE,"osk.exe","OskSupport.dll","UninitializeOSKSupport"
FALSE,"osk.exe","WindowsCodecs.dll","DllMain"
FALSE,"osk.exe","WindowsCodecs.dll","WICCreateImagingFactory_Proxy"
FALSE,"osk.exe","WMsgAPI.dll","DllMain"
FALSE,"pacjsworker.exe","WINHTTP.dll","DllMain"
FALSE,"packageinspector.exe","msi.dll","DllMain"
FALSE,"packageinspector.exe","SLC.dll","DllMain"
FALSE,"packageinspector.exe","SLC.dll","SLGetWindowsInformationDWORD"
FALSE,"packageinspector.exe","sppc.dll","DllMain"
FALSE,"packageinspector.exe","wevtapi.dll","DllMain"
FALSE,"pathping.exe","IPHLPAPI.DLL","DllMain"
FALSE,"pcalua.exe","pcaui.dll","DllMain"
FALSE,"pcalua.exe","wer.dll","DllMain"
FALSE,"pinenrollmentbroker.exe","PROPSYS.dll","DllMain"
FALSE,"pinenrollmentbroker.exe","SspiCli.dll","DllMain"
FALSE,"pktmon.exe","mintdh.dll","DllMain"
FALSE,"pktmon.exe","mintdh.dll","TdhpSetWbemExtensionBlock"
FALSE,"plasrv.exe","Cabinet.dll","DllMain"
FALSE,"plasrv.exe","mintdh.dll","DllMain"
FALSE,"plasrv.exe","mintdh.dll","TdhpSetWbemExtensionBlock"
FALSE,"plasrv.exe","pdh.dll","DllMain"
FALSE,"plasrv.exe","tdh.dll","DllMain"
FALSE,"plasrv.exe","wevtapi.dll","DllMain"
FALSE,"pnpunattend.exe","dbgcore.DLL","DllMain"
FALSE,"pnpunattend.exe","DEVRTL.dll","DllMain"
FALSE,"pnpunattend.exe","newdev.dll","DllMain"
FALSE,"pnpunattend.exe","wdscore.dll","ConstructPartialMsgVW"
FALSE,"pnpunattend.exe","wdscore.dll","CurrentIP"
FALSE,"pnpunattend.exe","wdscore.dll","DllMain"
FALSE,"pnpunattend.exe","wdscore.dll","WdsSetupLogDestroy"
FALSE,"pnpunattend.exe","wdscore.dll","WdsSetupLogInit"
FALSE,"pnpunattend.exe","wdscore.dll","WdsSetupLogMessageW"
FALSE,"presentationhost.exe","CRYPTBASE.DLL","DllMain"
FALSE,"presentationhost.exe","mscoree.dll","CorExitProcess"
FALSE,"presentationhost.exe","mscoree.dll","DllMain"
FALSE,"presentationhost.exe","WININET.dll","DllMain"
FALSE,"presentationsettings.exe","SspiCli.dll","DllMain"
FALSE,"presentationsettings.exe","SspiCli.dll","GetUserNameExW"
FALSE,"printbrmui.exe","IPHLPAPI.DLL","DllMain"
FALSE,"printbrmui.exe","PROPSYS.dll","DllMain"
FALSE,"psr.exe","AEPIC.dll","DllMain"
FALSE,"psr.exe","CLDAPI.dll","CfGetPlaceholderStateFromAttributeTag"
FALSE,"psr.exe","CLDAPI.dll","DllMain"
FALSE,"psr.exe","FLTLIB.DLL","DllMain"
FALSE,"psr.exe","HID.DLL","DllMain"
FALSE,"psr.exe","msdrm.dll","DllMain"
FALSE,"psr.exe","OLEACC.dll","DllMain"
FALSE,"psr.exe","SspiCli.dll","DllMain"
FALSE,"psr.exe","SspiCli.dll","GetUserNameExW"
FALSE,"psr.exe","uireng.dll","DllMain"
FALSE,"psr.exe","uireng.dll","UirInitializeEngine"
FALSE,"psr.exe","XmlLite.dll","DllMain"
FALSE,"query.exe","logoncli.dll","DllMain"
FALSE,"query.exe","netutils.dll","DllMain"
FALSE,"query.exe","REGAPI.dll","DllMain"
FALSE,"query.exe","REGAPI.dll","RegQueryUtilityCommandList"
FALSE,"query.exe","samcli.dll","DllMain"
FALSE,"query.exe","srvcli.dll","DllMain"
FALSE,"query.exe","utildll.dll","DllMain"
FALSE,"query.exe","WINSTA.dll","DllMain"
FALSE,"quickassist.exe","ATL.DLL","AtlComPtrAssign"
FALSE,"quickassist.exe","ATL.DLL","DllMain"
FALSE,"quickassist.exe","CRYPTBASE.DLL","DllMain"
FALSE,"quickassist.exe","CRYPTBASE.DLL","SystemFunction036"
FALSE,"quickassist.exe","d2d1.dll","DllMain"
FALSE,"quickassist.exe","d3d11.dll","DllMain"
FALSE,"quickassist.exe","dcomp.dll","DllMain"
FALSE,"quickassist.exe","dxgi.dll","DllMain"
FALSE,"quickassist.exe","PROPSYS.dll","DllMain"
FALSE,"quickassist.exe","PROPSYS.dll","VariantToStringWithDefault"
FALSE,"quickassist.exe","SAS.dll","DllMain"
FALSE,"quickassist.exe","SspiCli.dll","AcquireCredentialsHandleA"
FALSE,"quickassist.exe","SspiCli.dll","DllMain"
FALSE,"quickassist.exe","SspiCli.dll","GetUserNameExA"
FALSE,"quickassist.exe","SspiCli.dll","GetUserNameExW"
FALSE,"quickassist.exe","SspiCli.dll","InitializeSecurityContextA"
FALSE,"quickassist.exe","SspiCli.dll","QueryContextAttributesExA"
FALSE,"quickassist.exe","UxTheme.dll","DllMain"
FALSE,"quickassist.exe","UxTheme.dll","SetWindowThemeAttribute"
FALSE,"quickassist.exe","WindowsCodecs.dll","DllMain"
FALSE,"quickassist.exe","WININET.dll","AppCacheGetGroupList"
FALSE,"quickassist.exe","WININET.dll","DllMain"
FALSE,"quickassist.exe","WININET.dll","InternetInitializeAutoProxyDll"
FALSE,"quickassist.exe","WININET.dll","InternetOpenW"
FALSE,"quickassist.exe","WININET.dll","InternetSetOptionW"
FALSE,"quser.exe","logoncli.dll","DllMain"
FALSE,"quser.exe","netutils.dll","DllMain"
FALSE,"quser.exe","samcli.dll","DllMain"
FALSE,"quser.exe","srvcli.dll","DllMain"
FALSE,"quser.exe","UTILDLL.dll","DllMain"
FALSE,"quser.exe","UTILDLL.dll","StrConnectState"
FALSE,"quser.exe","WINSTA.dll","DllMain"
FALSE,"quser.exe","WINSTA.dll","WinStationEnumerateW"
FALSE,"qwinsta.exe","logoncli.dll","DllMain"
FALSE,"qwinsta.exe","netutils.dll","DllMain"
FALSE,"qwinsta.exe","samcli.dll","DllMain"
FALSE,"qwinsta.exe","srvcli.dll","DllMain"
FALSE,"qwinsta.exe","UTILDLL.dll","DllMain"
FALSE,"qwinsta.exe","UTILDLL.dll","StrConnectState"
FALSE,"qwinsta.exe","WINSTA.dll","DllMain"
